"period_start","max_WHT","scaled_time"
2016-10-26,3.79,2.82114489181046
2016-10-29,1.96,2.82936181867981
2016-11-01,2.71,2.83757874554916
2016-11-04,2.6,2.84579567241852
2016-11-07,3.94,2.85401259928787
2016-11-10,3.43,2.86222952615722
2016-11-13,2.62,2.87044645302657
2016-11-16,2.51,2.87866337989592
2016-11-19,3.14,2.88688030676527
2016-11-22,2.54,2.89509723363462
2016-11-25,2.03,2.90331416050397
2016-11-28,3.01,2.91153108737332
2016-12-01,3.14,2.91974801424267
2016-12-04,3.1,2.92796494111202
2016-12-07,1.84,2.93618186798138
2016-12-10,2.34,2.94439879485073
2016-12-13,2.09,2.95261572172008
2016-12-16,3.65,2.96083264858943
2016-12-19,2.7,2.96904957545878
2016-12-22,3.29,2.97726650232813
2016-12-25,3.08,2.98548342919748
2016-12-28,3.85,2.99370035606683
2016-12-31,3.93,3.00191728293618
2017-01-03,1.63,3.01013420980553
2017-01-06,3.97,3.01835113667488
2017-01-09,6.17,3.02656806354423
2017-01-12,5.67,3.03478499041359
2017-01-15,1.91,3.04300191728294
2017-01-18,3.25,3.05121884415229
2017-01-21,3.07,3.05943577102164
2017-01-24,4.61,3.06765269789099
2017-01-27,2.31,3.07586962476034
2017-01-30,3.46,3.08408655162969
2017-02-02,3.45,3.09230347849904
2017-02-05,3.19,3.10052040536839
2017-02-08,4.75,3.10873733223774
2017-02-11,4.42,3.11695425910709
2017-02-14,4.73,3.12517118597644
2017-02-17,3.91,3.1333881128458
2017-02-20,4.58,3.14160503971515
2017-02-23,3.29,3.1498219665845
2017-02-26,2.4,3.15803889345385
2017-03-01,2.57,3.1662558203232
2017-03-04,5.99,3.17447274719255
2017-03-07,3.02,3.1826896740619
2017-03-10,3.51,3.19090660093125
2017-03-13,3.18,3.1991235278006
2017-03-16,3.64,3.20734045466995
2017-03-19,3.71,3.2155573815393
2017-03-22,4.4,3.22377430840866
2017-03-25,3.4,3.23199123527801
2017-03-28,3.93,3.24020816214736
2017-03-31,4.11,3.24842508901671
2017-04-03,3.51,3.25664201588606
2017-04-06,2.12,3.26485894275541
2017-04-09,3.01,3.27307586962476
2017-04-12,2.82,3.28129279649411
2017-04-15,3.84,3.28950972336346
2017-04-18,2.71,3.29772665023281
2017-04-21,3.13,3.30594357710216
2017-04-24,1.79,3.31416050397151
2017-04-27,1.39,3.32237743084087
2017-04-30,1.51,3.33059435771022
2017-05-03,1.63,3.33881128457957
2017-05-06,1.82,3.34702821144892
2017-05-09,1.94,3.35524513831827
2017-05-12,2.18,3.36346206518762
2017-05-15,1.71,3.37167899205697
2017-05-18,1.37,3.37989591892632
2017-05-21,2.05,3.38811284579567
2017-05-24,1.23,3.39632977266502
2017-05-27,1.34,3.40454669953437
2017-05-30,1.78,3.41276362640372
2017-06-02,1.53,3.42098055327308
2017-06-05,1.37,3.42919748014243
2017-06-08,1.3,3.43741440701178
2017-06-11,1.72,3.44563133388113
2017-06-14,1.23,3.45384826075048
2017-06-17,1.68,3.46206518761983
2017-06-20,1.49,3.47028211448918
2017-06-23,1.18,3.47849904135853
2017-06-26,1.07,3.48671596822788
2017-06-29,1.16,3.49493289509723
2017-07-02,1.3,3.50314982196658
2017-07-05,1.26,3.51136674883594
2017-07-08,2.13,3.51958367570529
2017-07-11,1.75,3.52780060257464
2017-07-14,1.68,3.53601752944399
2017-07-17,1.5,3.54423445631334
2017-07-20,1.54,3.55245138318269
2017-07-23,1.39,3.56066831005204
2017-07-26,1.5,3.56888523692139
2017-07-29,1.52,3.57710216379074
2017-08-01,1.7,3.58531909066009
2017-08-04,1.61,3.59353601752944
2017-08-07,1.91,3.6017529443988
2017-08-10,2.16,3.60996987126815
2017-08-13,1.38,3.6181867981375
2017-08-16,1.6,3.62640372500685
2017-08-19,2.07,3.6346206518762
2017-08-22,1.97,3.64283757874555
2017-08-25,1.25,3.6510545056149
2017-08-28,1.55,3.65927143248425
2017-08-31,3.18,3.6674883593536
2017-09-03,3.27,3.67570528622295
2017-09-06,3.83,3.6839222130923
2017-09-09,3.49,3.69213913996165
2017-09-12,4.59,3.70035606683101
2017-09-15,2.08,3.70857299370036
2017-09-18,2.55,3.71678992056971
2017-09-21,2.88,3.72500684743906
2017-09-24,3,3.73322377430841
2017-09-27,2.59,3.74144070117776
2017-09-30,2.82,3.74965762804711
2017-10-03,4.15,3.75787455491646
2017-10-06,2.64,3.76609148178581
2017-10-09,3.33,3.77430840865516
2017-10-12,2.88,3.78252533552451
2017-10-15,2.87,3.79074226239386
2017-10-18,2.17,3.79895918926322
2017-10-21,2.68,3.80717611613257
2017-10-24,2.79,3.81539304300192
2017-10-27,2.05,3.82360996987127
2017-10-30,2.12,3.83182689674062
2017-11-02,1.87,3.84004382360997
2017-11-05,1.58,3.84826075047932
2017-11-08,1.56,3.85647767734867
2017-11-11,2.4,3.86469460421802
2017-11-14,2.46,3.87291153108737
2017-11-17,2.78,3.88112845795672
2017-11-20,3.29,3.88934538482608
2017-11-23,1.84,3.89756231169543
2017-11-26,2.21,3.90577923856478
2017-11-29,1.97,3.91399616543413
2017-12-02,2.95,3.92221309230348
2017-12-05,3.49,3.93043001917283
2017-12-08,2.06,3.93864694604218
2017-12-11,3.81,3.94686387291153
2017-12-14,3.76,3.95508079978088
2017-12-17,2.83,3.96329772665023
2017-12-20,2.17,3.97151465351958
2017-12-23,1.57,3.97973158038893
2017-12-26,3.01,3.98794850725829
2017-12-29,2.82,3.99616543412764
2017-12-31,2.93,4.00164338537387
2018-01-03,5.62,4.00986031224322
2018-01-06,3.78,4.01807723911257
2018-01-09,2.66,4.02629416598192
2018-01-12,3.56,4.03451109285127
2018-01-15,3.02,4.04272801972062
2018-01-18,4.81,4.05094494658998
2018-01-21,2.09,4.05916187345933
2018-01-24,4.02,4.06737880032868
2018-01-27,3.9,4.07559572719803
2018-01-30,2.86,4.08381265406738
2018-02-02,3.17,4.09202958093673
2018-02-05,2.48,4.10024650780608
2018-02-08,2.6,4.10846343467543
2018-02-11,2.94,4.11668036154478
2018-02-14,2.19,4.12489728841413
2018-02-17,3.17,4.13311421528348
2018-02-20,4.19,4.14133114215283
2018-02-23,2.24,4.14954806902219
2018-02-26,3.92,4.15776499589154
2018-03-01,8.19,4.16598192276089
2018-03-04,7.34,4.17419884963024
2018-03-07,4.22,4.18241577649959
2018-03-10,2.61,4.19063270336894
2018-03-13,4.56,4.19884963023829
2018-03-16,2.95,4.20706655710764
2018-03-19,1.94,4.21528348397699
2018-03-22,3.54,4.22350041084634
2018-03-25,4.13,4.23171733771569
2018-03-28,3.1,4.23993426458505
2018-03-31,1.81,4.2481511914544
2018-04-03,1.37,4.25636811832375
2018-04-06,1.96,4.2645850451931
2018-04-09,2.01,4.27280197206245
2018-04-12,2.4,4.2810188989318
2018-04-15,2.1,4.28923582580115
2018-04-18,2.45,4.2974527526705
2018-04-21,2.27,4.30566967953985
2018-04-24,2.49,4.3138866064092
2018-04-27,2.06,4.32210353327855
2018-04-30,2.52,4.3303204601479
2018-05-03,1.79,4.33853738701726
2018-05-27,1.03,4.40427280197206
2018-05-30,1.86,4.41248972884141
2018-06-02,1.62,4.42070665571076
2018-06-05,1.61,4.42892358258011
2018-06-08,1.02,4.43714050944947
2018-06-11,1.48,4.44535743631882
2018-06-14,2.12,4.45357436318817
2018-06-17,1.28,4.46179129005752
2018-06-20,1.3,4.47000821692687
2018-06-23,1.51,4.47822514379622
2018-06-26,1.46,4.48644207066557
2018-06-29,1.49,4.49465899753492
2018-07-02,1.74,4.50287592440427
2018-07-05,1.41,4.51109285127362
2018-07-08,1.67,4.51930977814297
2018-07-11,1.59,4.52752670501232
2018-07-14,1.48,4.53574363188168
2018-07-17,1.59,4.54396055875103
2018-07-20,1.64,4.55217748562038
2018-07-23,2.36,4.56039441248973
