"X","period_start","max_WHT","scaled_time","frac_scaled_time","threshold","amount_over_threshold","reconstruct"
510,"2018-03-05",8.37,4.17693782525336,0.17693782525336,4.88733733543739,3.48266266456261,7.18905745276452
511,"2018-03-08",3.81,4.18515475212271,0.18515475212271,4.82678342378555,0,5.55292924673462
512,"2018-03-11",5.06,4.19337167899206,0.19337167899206,4.76486473808904,0.295135261910959,3.44303768159466
513,"2018-03-14",5.36,4.20158860586141,0.20158860586141,4.70174628590689,0.658253714093107,2.12064109893784
514,"2018-03-17",1.87,4.20980553273076,0.20980553273076,4.63759627206464,0,2.03900112913306
515,"2018-03-20",3.6,4.21802245960011,0.21802245960011,4.57258565040402,0,3.36456705516499
516,"2018-03-23",2.79,4.22623938646946,0.22623938646946,4.50688766820687,0,4.13565576208969
517,"2018-03-26",4.78,4.23445631333881,0.23445631333881,4.44067740450714,0.33932259549286,3.72824690058171
518,"2018-03-29",3.87,4.24267324020816,0.24267324020816,4.37413130352152,0,3.34143790065564
519,"2018-04-01",1.61,4.25089016707751,0.25089016707751,4.30742670444193,0,3.22183641901353
520,"2018-04-04",2.32,4.25910709394686,0.25910709394686,4.24074136884304,0,3.10002200029845
521,"2018-04-07",1.9,4.26732402081621,0.26732402081621,4.17425300696411,0,2.99223278059961
522,"2018-04-10",2.6,4.27554094768557,0.27554094768557,4.10813880412763,0,2.863332801078
523,"2018-04-13",2.44,4.28375787455492,0.28375787455492,4.04257494855714,0,2.74695076230526
524,"2018-04-16",2.44,4.29197480142427,0.29197480142427,3.97773616185148,0,2.61288138419083
525,"2018-04-19",2.12,4.30019172829362,0.30019172829362,3.91379523336825,0,2.49025969035093
526,"2018-04-22",2.27,4.30840865516297,0.30840865516297,3.85092255975611,0,2.36499053214758
527,"2018-04-25",2.21,4.31662558203232,0.31662558203232,3.78928569086345,0,2.23783920725378
528,"2018-04-28",1.83,4.32484250890167,0.32484250890167,3.72904888323366,0,2.10625780436043
529,"2018-05-01",2.89,4.33305943577102,0.33305943577102,3.67037266237658,0,1.98001383689812
530,"2018-05-04",2.97,4.34127636264037,0.34127636264037,3.61341339498295,0,1.8542161184711
531,"2018-05-07",2.32,4.34949328950972,0.34949328950972,3.55832287222162,0,1.72963428370791
532,"2018-05-10",2.11,4.35771021637907,0.35771021637907,3.50524790523022,0,1.61217231529707
533,"2018-05-13",1.42,4.36592714324843,0.36592714324843,3.45432993387696,0,1.49437821371243
534,"2018-05-16",2.16,4.37414407011778,0.37414407011778,3.40570464983678,0,1.37991969508599
535,"2018-05-19",2.46,4.38236099698713,0.38236099698713,3.35950163498519,0,1.26947941860572
536,"2018-05-22",1.82,4.39057792385648,0.39057792385648,3.31584401607489,0,1.15307914111678
537,"2018-05-25",1.42,4.39879485072583,0.39879485072583,3.27484813661427,0,1.0773843292897
538,"2018-05-28",1.55,4.40701177759518,0.40701177759518,3.23662324682279,0,1.0148619147537
539,"2018-05-31",1.08,4.41522870446453,0.41522870446453,3.20127121248922,0,0.938497667676793
540,"2018-06-03",1.17,4.42344563133388,0.42344563133388,3.16888624350879,0,0.849262987557875
541,"2018-06-06",1.24,4.43166255820323,0.43166255820323,3.13955464282254,0,0.779061261132579
542,"2018-06-09",1.1,4.43987948507258,0.43987948507258,3.11335457642796,0,0.735833286912639
543,"2018-06-12",1.38,4.44809641194193,0.44809641194193,3.09035586507391,0,0.6807814898936
544,"2018-06-15",1.25,4.45631333881128,0.45631333881128,3.07061979819472,0,0.648294632124422
545,"2018-06-18",1.01,4.46453026568064,0.46453026568064,3.05419897057954,0,0.594147028878181
546,"2018-06-21",1.39,4.47274719254999,0.47274719254999,3.04113714221221,0,0.584182899394265
547,"2018-06-24",1.24,4.48096411941934,0.48096411941934,3.0314691216548,0,0.578248732317918
548,"2018-06-27",1.43,4.48918104628869,0.48918104628869,3.02522067328609,0,0.562433476107797
549,"2018-06-30",1.07,4.49739797315804,0.49739797315804,3.0224084486419,0,0.573395430972779
550,"2018-07-03",1.11,4.50561490002739,0.50561490002739,3.0230399420403,0,0.593481945956593
551,"2018-07-06",1.32,4.51383182689674,0.51383182689674,3.0271134706099,0,0.622528508644612
552,"2018-07-09",1.99,4.52204875376609,0.52204875376609,3.03461817877458,0,0.674571958926174
553,"2018-07-12",1.75,4.53026568063544,0.53026568063544,3.04553406718258,0,0.768532798693773
554,"2018-07-15",1.5,4.53848260750479,0.53848260750479,3.05983204600293,0,0.880153610676764
555,"2018-07-18",1.47,4.54669953437414,0.54669953437414,3.07747401244715,0,0.933831178701795
556,"2018-07-21",1.77,4.5549164612435,0.5549164612435,3.09841295230968,0,0.954147340609609
557,"2018-07-24",1.6,4.56313338811285,0.56313338811285,3.12259306525625,0,0.978519088508796
558,"2018-07-27",1.86,4.5713503149822,0.5713503149822,3.14994991352679,0,1.0201557620203
559,"2018-07-30",1.51,4.57956724185155,0.57956724185155,3.18041059365598,0,1.05069844618076
560,"2018-08-02",1.54,4.5877841687209,0.5877841687209,3.21389393075422,0,1.09447517839655
561,"2018-08-05",1.13,4.59600109559025,0.59600109559025,3.25031069483125,0,1.13044326483142
562,"2018-08-08",1.02,4.6042180224596,0.6042180224596,3.28956383858574,0,1.1549031481975
563,"2018-08-11",1.21,4.61243494932895,0.61243494932895,3.3315487560274,0,1.19800418372185
564,"2018-08-14",1.39,4.6206518761983,0.6206518761983,3.37615356124222,0,1.24437061741552
565,"2018-08-17",1,4.62886880306765,0.62886880306765,3.42325938655807,0,1.30555248805399
566,"2018-08-20",0.92,4.637085729937,0.637085729937,3.47274069931605,0,1.35755512148449
567,"2018-08-23",0.98,4.64530265680635,0.64530265680635,3.52446563640337,0,1.41240294716364
568,"2018-08-26",1.27,4.65351958367571,0.65351958367571,3.57829635565641,0,1.4699500405602
569,"2018-08-29",1.17,4.66173651054506,0.66173651054506,3.634089403197,0,1.53004267650163
570,"2018-09-01",1.2,4.66995343741441,0.66995343741441,3.69169609572418,0,1.59251974068676
571,"2018-09-04",1.14,4.67817036428376,0.67817036428376,3.75096291674109,0,1.65721316444311
572,"2018-09-07",1.48,4.68638729115311,0.68638729115311,3.81173192566232,0,1.72394838150561
573,"2018-09-10",4.54,4.69460421802246,0.69460421802246,3.87384117871087,0.66615882128913,1.78418737015556
574,"2018-09-13",2.99,4.70282114489181,0.70282114489181,3.93712516048341,0,1.85524596954833
575,"2018-09-16",2.02,4.71103807176116,0.71103807176116,4.00141522503338,0,1.92781577594198
576,"2018-09-19",2.31,4.71925499863051,0.71925499863051,4.06654004529687,0,2.00169858963844
577,"2018-09-22",2.39,4.72747192549986,0.72747192549986,4.13232606966337,0,2.07669218123313
578,"2018-09-25",2.65,4.73568885236921,0.73568885236921,4.19859798447468,0,2.15259086145787
579,"2018-09-28",3.86,4.74390577923857,0.74390577923857,4.26517918121974,0,2.22918606289542
580,"2018-10-01",3.22,4.75212270610792,0.75212270610792,4.33189222717946,0,2.30626693179203
581,"2018-10-04",2.96,4.76033963297727,0.76033963297727,4.39855933826915,0,2.38362092815599
582,"2018-10-07",3.42,4.76855655984662,0.76855655984662,4.46500285281616,0,2.46103443229878
583,"2018-10-10",2.68,4.77677348671597,0.77677348671597,4.53104570501191,0,2.53829335595041
584,"2018-10-13",1.43,4.78499041358532,0.78499041358532,4.59651189677585,0,2.61518375606224
585,"2018-10-16",1.54,4.79320734045467,0.79320734045467,4.66122696677405,0,2.69149244939887
586,"2018-10-19",2.79,4.80142426732402,0.80142426732402,4.72501845534248,0,2.76700762601571
587,"2018-10-22",2.85,4.80964119419337,0.80964119419337,4.78771636407602,0,2.84151945972121
588,"2018-10-25",2.18,4.81785812106272,0.81785812106272,4.84915360885846,0,2.91968217905883
589,"2018-10-28",2.34,4.82607504793207,0.82607504793207,4.90916646512617,0,2.99244152213691
590,"2018-10-31",2.67,4.83429197480142,0.83429197480142,4.96759500417895,0,3.06356900027684
591,"2018-11-03",2.27,4.84250890167077,0.84250890167077,5.02428351937509,0,3.13286586523399
592,"2018-11-06",2.08,4.85072582854013,0.85072582854013,5.07908094107533,0,3.20013837223148
593,"2018-11-09",1.57,4.85894275540948,0.85894275540948,5.13184123922908,0,3.26519834350821
594,"2018-11-12",2.75,4.86715968227883,0.86715968227883,5.18242381253142,0,3.32786371566352
595,"2018-11-15",2.47,4.87537660914818,0.87537660914818,5.23069386311226,0,3.38795906910719
596,"2018-11-18",2.88,4.88359353601753,0.88359353601753,5.27652275576027,0,3.44531613798491
597,"2018-11-21",4.35,4.89181046288688,0.89181046288688,5.31978836072375,0,3.49977429901592
598,"2018-11-24",4.46,4.90002738975623,0.90002738975623,5.36037537917514,0,3.55118103775158
599,"2018-11-27",4.08,4.90824431662558,0.90824431662558,5.3981756504717,0,3.59939239084004
600,"2018-11-30",2.33,4.91646124349493,0.91646124349493,5.43308844039358,0,3.6442733629634
601,"2018-12-03",1.54,4.92467817036428,0.92467817036428,5.46502070959121,0,3.68569831719885
602,"2018-12-06",2.87,4.93289509723363,0.93289509723363,5.49388736152651,0,3.72355133764404
603,"2018-12-09",3.27,4.94111202410299,0.94111202410299,5.51961146924735,0,3.7577265632395
604,"2018-12-12",3.69,4.94932895097234,0.94932895097234,5.54212448039057,0,3.78812849181606
605,"2018-12-15",2.89,4.95754587784169,0.95754587784169,5.56136639986792,0,3.81467225349303
606,"2018-12-18",2.19,4.96576280471104,0.96576280471104,5.57728594974725,0,3.83728385265352
